class_index,class,image_name
280,n02120505,ILSVRC2012_val_00044957.JPEG
169,n02090622,ILSVRC2012_val_00032423.JPEG
175,n02091635,ILSVRC2012_val_00014357.JPEG
886,n04525305,ILSVRC2012_val_00012903.JPEG
172,n02091134,ILSVRC2012_val_00022753.JPEG
27,n01631663,ILSVRC2012_val_00000276.JPEG
630,n03680355,ILSVRC2012_val_00048944.JPEG
687,n03854065,ILSVRC2012_val_00013230.JPEG
251,n02110341,ILSVRC2012_val_00045768.JPEG
470,n02948072,ILSVRC2012_val_00048528.JPEG
65,n01751748,ILSVRC2012_val_00016846.JPEG
85,n01806567,ILSVRC2012_val_00039883.JPEG
713,n03924679,ILSVRC2012_val_00047747.JPEG
804,n04254120,ILSVRC2012_val_00007552.JPEG
120,n01980166,ILSVRC2012_val_00001122.JPEG
948,n07742313,ILSVRC2012_val_00043125.JPEG
136,n02017213,ILSVRC2012_val_00041171.JPEG
996,n13052670,ILSVRC2012_val_00022641.JPEG
31,n01644373,ILSVRC2012_val_00048995.JPEG
913,n04606251,ILSVRC2012_val_00043800.JPEG
77,n01775062,ILSVRC2012_val_00045310.JPEG
972,n09246464,ILSVRC2012_val_00013282.JPEG
736,n03982430,ILSVRC2012_val_00029438.JPEG
996,n13052670,ILSVRC2012_val_00014556.JPEG
895,n04552348,ILSVRC2012_val_00022103.JPEG
551,n03314780,ILSVRC2012_val_00004170.JPEG
719,n03935335,ILSVRC2012_val_00001023.JPEG
373,n02487347,ILSVRC2012_val_00045230.JPEG
905,n04590129,ILSVRC2012_val_00047741.JPEG
743,n04005630,ILSVRC2012_val_00039892.JPEG
533,n03207743,ILSVRC2012_val_00011066.JPEG
264,n02113186,ILSVRC2012_val_00042210.JPEG
529,n03188531,ILSVRC2012_val_00032218.JPEG
874,n04487081,ILSVRC2012_val_00000573.JPEG
224,n02105056,ILSVRC2012_val_00012577.JPEG
920,n06874185,ILSVRC2012_val_00008101.JPEG
204,n02098413,ILSVRC2012_val_00006609.JPEG
967,n07920052,ILSVRC2012_val_00015653.JPEG
714,n03929660,ILSVRC2012_val_00035611.JPEG
605,n03584254,ILSVRC2012_val_00021482.JPEG
890,n04540053,ILSVRC2012_val_00020591.JPEG
402,n02676566,ILSVRC2012_val_00008735.JPEG
593,n03494278,ILSVRC2012_val_00022564.JPEG
264,n02113186,ILSVRC2012_val_00013557.JPEG
439,n02817516,ILSVRC2012_val_00001048.JPEG
491,n03000684,ILSVRC2012_val_00005506.JPEG
691,n03868863,ILSVRC2012_val_00024287.JPEG
669,n03788365,ILSVRC2012_val_00025408.JPEG
737,n03983396,ILSVRC2012_val_00017697.JPEG
991,n12985857,ILSVRC2012_val_00040193.JPEG
852,n04409515,ILSVRC2012_val_00014503.JPEG
341,n02395406,ILSVRC2012_val_00013666.JPEG
80,n01795545,ILSVRC2012_val_00000075.JPEG
314,n02233338,ILSVRC2012_val_00004177.JPEG
106,n01883070,ILSVRC2012_val_00002030.JPEG
481,n02978881,ILSVRC2012_val_00038135.JPEG
603,n03538406,ILSVRC2012_val_00012424.JPEG
654,n03769881,ILSVRC2012_val_00012374.JPEG
323,n02279972,ILSVRC2012_val_00019869.JPEG
916,n06359193,ILSVRC2012_val_00001396.JPEG
176,n02091831,ILSVRC2012_val_00034334.JPEG
232,n02106166,ILSVRC2012_val_00006338.JPEG
13,n01534433,ILSVRC2012_val_00030544.JPEG
774,n04133789,ILSVRC2012_val_00048970.JPEG
260,n02112137,ILSVRC2012_val_00033250.JPEG
107,n01910747,ILSVRC2012_val_00033586.JPEG
743,n04005630,ILSVRC2012_val_00041223.JPEG
209,n02099849,ILSVRC2012_val_00026445.JPEG
355,n02437616,ILSVRC2012_val_00026223.JPEG
853,n04417672,ILSVRC2012_val_00028124.JPEG
154,n02086079,ILSVRC2012_val_00002457.JPEG
321,n02276258,ILSVRC2012_val_00021382.JPEG
408,n02704792,ILSVRC2012_val_00049628.JPEG
878,n04505470,ILSVRC2012_val_00047371.JPEG
57,n01735189,ILSVRC2012_val_00006699.JPEG
93,n01829413,ILSVRC2012_val_00046508.JPEG
835,n04355338,ILSVRC2012_val_00038284.JPEG
134,n02012849,ILSVRC2012_val_00015450.JPEG
927,n07613480,ILSVRC2012_val_00019688.JPEG
734,n03977966,ILSVRC2012_val_00027383.JPEG
207,n02099601,ILSVRC2012_val_00047737.JPEG
39,n01677366,ILSVRC2012_val_00033698.JPEG
880,n04509417,ILSVRC2012_val_00017279.JPEG
585,n03476991,ILSVRC2012_val_00031303.JPEG
661,n03777568,ILSVRC2012_val_00003473.JPEG
985,n11939491,ILSVRC2012_val_00048934.JPEG
544,n03259280,ILSVRC2012_val_00020608.JPEG
616,n03627232,ILSVRC2012_val_00039484.JPEG
715,n03929855,ILSVRC2012_val_00040296.JPEG
71,n01770393,ILSVRC2012_val_00022157.JPEG
22,n01614925,ILSVRC2012_val_00007712.JPEG
114,n01945685,ILSVRC2012_val_00028852.JPEG
661,n03777568,ILSVRC2012_val_00033109.JPEG
174,n02091467,ILSVRC2012_val_00025904.JPEG
624,n03661043,ILSVRC2012_val_00041531.JPEG
896,n04553703,ILSVRC2012_val_00006856.JPEG
588,n03482405,ILSVRC2012_val_00040916.JPEG
110,n01924916,ILSVRC2012_val_00012303.JPEG
373,n02487347,ILSVRC2012_val_00041704.JPEG
87,n01817953,ILSVRC2012_val_00013220.JPEG
353,n02423022,ILSVRC2012_val_00047308.JPEG
901,n04579145,ILSVRC2012_val_00011649.JPEG
106,n01883070,ILSVRC2012_val_00040774.JPEG
29,n01632777,ILSVRC2012_val_00040894.JPEG
622,n03657121,ILSVRC2012_val_00036480.JPEG
17,n01580077,ILSVRC2012_val_00041308.JPEG
181,n02093647,ILSVRC2012_val_00001957.JPEG
170,n02090721,ILSVRC2012_val_00042317.JPEG
759,n04069434,ILSVRC2012_val_00016109.JPEG
113,n01944390,ILSVRC2012_val_00046248.JPEG
473,n02951585,ILSVRC2012_val_00014335.JPEG
198,n02097209,ILSVRC2012_val_00025606.JPEG
769,n04118776,ILSVRC2012_val_00040964.JPEG
861,n04447861,ILSVRC2012_val_00031061.JPEG
56,n01734418,ILSVRC2012_val_00007415.JPEG
714,n03929660,ILSVRC2012_val_00029992.JPEG
18,n01582220,ILSVRC2012_val_00040439.JPEG
554,n03344393,ILSVRC2012_val_00035946.JPEG
408,n02704792,ILSVRC2012_val_00015507.JPEG
642,n03721384,ILSVRC2012_val_00048100.JPEG
94,n01833805,ILSVRC2012_val_00028801.JPEG
903,n04584207,ILSVRC2012_val_00026020.JPEG
251,n02110341,ILSVRC2012_val_00036389.JPEG
67,n01755581,ILSVRC2012_val_00003706.JPEG
210,n02100236,ILSVRC2012_val_00001070.JPEG
69,n01768244,ILSVRC2012_val_00033415.JPEG
676,n03803284,ILSVRC2012_val_00020872.JPEG
291,n02129165,ILSVRC2012_val_00044195.JPEG
335,n02356798,ILSVRC2012_val_00024584.JPEG
422,n02790996,ILSVRC2012_val_00016682.JPEG
164,n02088632,ILSVRC2012_val_00022122.JPEG
56,n01734418,ILSVRC2012_val_00006494.JPEG
506,n03065424,ILSVRC2012_val_00049057.JPEG
458,n02892201,ILSVRC2012_val_00007203.JPEG
33,n01664065,ILSVRC2012_val_00020141.JPEG
611,n03598930,ILSVRC2012_val_00021562.JPEG
94,n01833805,ILSVRC2012_val_00010570.JPEG
185,n02094114,ILSVRC2012_val_00033965.JPEG
251,n02110341,ILSVRC2012_val_00048427.JPEG
342,n02396427,ILSVRC2012_val_00038016.JPEG
980,n09472597,ILSVRC2012_val_00046697.JPEG
775,n04136333,ILSVRC2012_val_00003658.JPEG
462,n02906734,ILSVRC2012_val_00017512.JPEG
907,n04591713,ILSVRC2012_val_00016360.JPEG
978,n09428293,ILSVRC2012_val_00015158.JPEG
580,n03457902,ILSVRC2012_val_00013614.JPEG
152,n02085782,ILSVRC2012_val_00038257.JPEG
734,n03977966,ILSVRC2012_val_00030765.JPEG
705,n03895866,ILSVRC2012_val_00043915.JPEG
190,n02095889,ILSVRC2012_val_00034239.JPEG
816,n04277352,ILSVRC2012_val_00009726.JPEG
52,n01728572,ILSVRC2012_val_00032556.JPEG
845,n04376876,ILSVRC2012_val_00028109.JPEG
711,n03916031,ILSVRC2012_val_00013585.JPEG
143,n02037110,ILSVRC2012_val_00023947.JPEG
916,n06359193,ILSVRC2012_val_00013721.JPEG
146,n02058221,ILSVRC2012_val_00008106.JPEG
328,n02319095,ILSVRC2012_val_00045604.JPEG
538,n03220513,ILSVRC2012_val_00007941.JPEG
241,n02108000,ILSVRC2012_val_00008114.JPEG
107,n01910747,ILSVRC2012_val_00034716.JPEG
611,n03598930,ILSVRC2012_val_00032791.JPEG
995,n13044778,ILSVRC2012_val_00009454.JPEG
429,n02799071,ILSVRC2012_val_00001468.JPEG
698,n03877845,ILSVRC2012_val_00024671.JPEG
157,n02086910,ILSVRC2012_val_00040587.JPEG
11,n01531178,ILSVRC2012_val_00025888.JPEG
464,n02910353,ILSVRC2012_val_00041443.JPEG
716,n03930313,ILSVRC2012_val_00016097.JPEG
393,n02607072,ILSVRC2012_val_00001176.JPEG
974,n09288635,ILSVRC2012_val_00027966.JPEG
579,n03452741,ILSVRC2012_val_00022718.JPEG
946,n07730033,ILSVRC2012_val_00026076.JPEG
512,n03109150,ILSVRC2012_val_00020908.JPEG
992,n12998815,ILSVRC2012_val_00009342.JPEG
300,n02165105,ILSVRC2012_val_00031429.JPEG
679,n03814906,ILSVRC2012_val_00006606.JPEG
340,n02391049,ILSVRC2012_val_00047305.JPEG
371,n02486261,ILSVRC2012_val_00033385.JPEG
905,n04590129,ILSVRC2012_val_00028643.JPEG
688,n03857828,ILSVRC2012_val_00007195.JPEG
241,n02108000,ILSVRC2012_val_00037858.JPEG
139,n02025239,ILSVRC2012_val_00038798.JPEG
571,n03425413,ILSVRC2012_val_00002049.JPEG
726,n03954731,ILSVRC2012_val_00012624.JPEG
11,n01531178,ILSVRC2012_val_00002668.JPEG
448,n02843684,ILSVRC2012_val_00007812.JPEG
786,n04179913,ILSVRC2012_val_00025462.JPEG
76,n01774750,ILSVRC2012_val_00032440.JPEG
323,n02279972,ILSVRC2012_val_00046253.JPEG
783,n04153751,ILSVRC2012_val_00030611.JPEG
40,n01682714,ILSVRC2012_val_00014308.JPEG
554,n03344393,ILSVRC2012_val_00041736.JPEG
271,n02114712,ILSVRC2012_val_00041914.JPEG
124,n01985128,ILSVRC2012_val_00037012.JPEG
228,n02105505,ILSVRC2012_val_00043383.JPEG
809,n04263257,ILSVRC2012_val_00023205.JPEG
475,n02965783,ILSVRC2012_val_00040992.JPEG
337,n02363005,ILSVRC2012_val_00003202.JPEG
628,n03673027,ILSVRC2012_val_00014464.JPEG
278,n02119789,ILSVRC2012_val_00017444.JPEG
707,n03902125,ILSVRC2012_val_00012392.JPEG
343,n02397096,ILSVRC2012_val_00014028.JPEG
605,n03584254,ILSVRC2012_val_00044047.JPEG
963,n07873807,ILSVRC2012_val_00030506.JPEG
660,n03776460,ILSVRC2012_val_00020472.JPEG
925,n07584110,ILSVRC2012_val_00021021.JPEG
643,n03724870,ILSVRC2012_val_00035216.JPEG
122,n01983481,ILSVRC2012_val_00005641.JPEG
756,n04049303,ILSVRC2012_val_00037429.JPEG
299,n02138441,ILSVRC2012_val_00032885.JPEG
370,n02484975,ILSVRC2012_val_00045921.JPEG
794,n04209239,ILSVRC2012_val_00034535.JPEG
397,n02655020,ILSVRC2012_val_00007185.JPEG
894,n04550184,ILSVRC2012_val_00042474.JPEG
680,n03825788,ILSVRC2012_val_00046972.JPEG
78,n01776313,ILSVRC2012_val_00015564.JPEG
1,n01443537,ILSVRC2012_val_00003735.JPEG
609,n03594945,ILSVRC2012_val_00035162.JPEG
178,n02092339,ILSVRC2012_val_00022824.JPEG
735,n03980874,ILSVRC2012_val_00045587.JPEG
322,n02277742,ILSVRC2012_val_00035107.JPEG
144,n02051845,ILSVRC2012_val_00038981.JPEG
228,n02105505,ILSVRC2012_val_00018706.JPEG
212,n02100735,ILSVRC2012_val_00017592.JPEG
665,n03785016,ILSVRC2012_val_00030133.JPEG
435,n02808440,ILSVRC2012_val_00006019.JPEG
363,n02454379,ILSVRC2012_val_00005580.JPEG
751,n04037443,ILSVRC2012_val_00008457.JPEG
947,n07734744,ILSVRC2012_val_00010585.JPEG
707,n03902125,ILSVRC2012_val_00031113.JPEG
578,n03450230,ILSVRC2012_val_00007280.JPEG
946,n07730033,ILSVRC2012_val_00010660.JPEG
25,n01629819,ILSVRC2012_val_00028489.JPEG
385,n02504013,ILSVRC2012_val_00035137.JPEG
944,n07718747,ILSVRC2012_val_00000977.JPEG
739,n03992509,ILSVRC2012_val_00005420.JPEG
577,n03447721,ILSVRC2012_val_00002952.JPEG
401,n02672831,ILSVRC2012_val_00003980.JPEG
822,n04311174,ILSVRC2012_val_00007098.JPEG
694,n03874293,ILSVRC2012_val_00024112.JPEG
749,n04033901,ILSVRC2012_val_00015890.JPEG
41,n01685808,ILSVRC2012_val_00034699.JPEG
149,n02074367,ILSVRC2012_val_00001608.JPEG
431,n02804414,ILSVRC2012_val_00041287.JPEG
58,n01737021,ILSVRC2012_val_00044544.JPEG
251,n02110341,ILSVRC2012_val_00014430.JPEG
738,n03991062,ILSVRC2012_val_00045824.JPEG
143,n02037110,ILSVRC2012_val_00002779.JPEG
432,n02804610,ILSVRC2012_val_00039385.JPEG
536,n03216828,ILSVRC2012_val_00001729.JPEG
956,n07760859,ILSVRC2012_val_00002336.JPEG
483,n02980441,ILSVRC2012_val_00019778.JPEG
984,n11879895,ILSVRC2012_val_00029285.JPEG
571,n03425413,ILSVRC2012_val_00037555.JPEG
621,n03649909,ILSVRC2012_val_00001839.JPEG
802,n04252077,ILSVRC2012_val_00010177.JPEG
0,n01440764,ILSVRC2012_val_00007197.JPEG
955,n07754684,ILSVRC2012_val_00012628.JPEG
32,n01644900,ILSVRC2012_val_00023758.JPEG
493,n03016953,ILSVRC2012_val_00014557.JPEG
315,n02236044,ILSVRC2012_val_00035713.JPEG
300,n02165105,ILSVRC2012_val_00049578.JPEG
905,n04590129,ILSVRC2012_val_00036760.JPEG
458,n02892201,ILSVRC2012_val_00001145.JPEG
44,n01689811,ILSVRC2012_val_00031114.JPEG
871,n04483307,ILSVRC2012_val_00022507.JPEG
887,n04532106,ILSVRC2012_val_00024073.JPEG
946,n07730033,ILSVRC2012_val_00035928.JPEG
874,n04487081,ILSVRC2012_val_00027480.JPEG
397,n02655020,ILSVRC2012_val_00032907.JPEG
173,n02091244,ILSVRC2012_val_00048432.JPEG
559,n03376595,ILSVRC2012_val_00048216.JPEG
659,n03775546,ILSVRC2012_val_00032973.JPEG
80,n01795545,ILSVRC2012_val_00043130.JPEG
905,n04590129,ILSVRC2012_val_00010365.JPEG
768,n04118538,ILSVRC2012_val_00019086.JPEG
120,n01980166,ILSVRC2012_val_00010412.JPEG
12,n01532829,ILSVRC2012_val_00026776.JPEG
385,n02504013,ILSVRC2012_val_00015520.JPEG
713,n03924679,ILSVRC2012_val_00043525.JPEG
399,n02667093,ILSVRC2012_val_00040700.JPEG
305,n02172182,ILSVRC2012_val_00013351.JPEG
2,n01484850,ILSVRC2012_val_00039304.JPEG
202,n02098105,ILSVRC2012_val_00027820.JPEG
12,n01532829,ILSVRC2012_val_00015830.JPEG
758,n04067472,ILSVRC2012_val_00029513.JPEG
801,n04251144,ILSVRC2012_val_00029468.JPEG
1,n01443537,ILSVRC2012_val_00046969.JPEG
887,n04532106,ILSVRC2012_val_00028793.JPEG
710,n03908714,ILSVRC2012_val_00030805.JPEG
537,n03218198,ILSVRC2012_val_00018544.JPEG
630,n03680355,ILSVRC2012_val_00019948.JPEG
91,n01824575,ILSVRC2012_val_00046251.JPEG
176,n02091831,ILSVRC2012_val_00035725.JPEG
109,n01917289,ILSVRC2012_val_00026983.JPEG
626,n03666591,ILSVRC2012_val_00033324.JPEG
679,n03814906,ILSVRC2012_val_00021504.JPEG
184,n02093991,ILSVRC2012_val_00043837.JPEG
945,n07720875,ILSVRC2012_val_00028969.JPEG
292,n02129604,ILSVRC2012_val_00040630.JPEG
270,n02114548,ILSVRC2012_val_00025285.JPEG
723,n03944341,ILSVRC2012_val_00030282.JPEG
166,n02089867,ILSVRC2012_val_00045565.JPEG
93,n01829413,ILSVRC2012_val_00035047.JPEG
469,n02939185,ILSVRC2012_val_00009919.JPEG
925,n07584110,ILSVRC2012_val_00031813.JPEG
996,n13052670,ILSVRC2012_val_00002167.JPEG
379,n02492660,ILSVRC2012_val_00007297.JPEG
651,n03761084,ILSVRC2012_val_00000519.JPEG
79,n01784675,ILSVRC2012_val_00003981.JPEG
18,n01582220,ILSVRC2012_val_00002536.JPEG
263,n02113023,ILSVRC2012_val_00041098.JPEG
989,n12620546,ILSVRC2012_val_00023930.JPEG
441,n02823750,ILSVRC2012_val_00014945.JPEG
859,n04442312,ILSVRC2012_val_00029661.JPEG
850,n04399382,ILSVRC2012_val_00048510.JPEG
106,n01883070,ILSVRC2012_val_00023999.JPEG
934,n07697537,ILSVRC2012_val_00000811.JPEG
247,n02109525,ILSVRC2012_val_00010183.JPEG
123,n01984695,ILSVRC2012_val_00004362.JPEG
684,n03840681,ILSVRC2012_val_00022877.JPEG
528,n03187595,ILSVRC2012_val_00029600.JPEG
880,n04509417,ILSVRC2012_val_00024793.JPEG
680,n03825788,ILSVRC2012_val_00040709.JPEG
673,n03793489,ILSVRC2012_val_00012780.JPEG
332,n02328150,ILSVRC2012_val_00048594.JPEG
105,n01882714,ILSVRC2012_val_00040233.JPEG
944,n07718747,ILSVRC2012_val_00006903.JPEG
140,n02027492,ILSVRC2012_val_00026044.JPEG
268,n02113978,ILSVRC2012_val_00042233.JPEG
922,n07565083,ILSVRC2012_val_00010366.JPEG
15,n01558993,ILSVRC2012_val_00027535.JPEG
37,n01669191,ILSVRC2012_val_00003160.JPEG
34,n01665541,ILSVRC2012_val_00036195.JPEG
193,n02096294,ILSVRC2012_val_00004605.JPEG
716,n03930313,ILSVRC2012_val_00004991.JPEG
251,n02110341,ILSVRC2012_val_00025903.JPEG
569,n03417042,ILSVRC2012_val_00006922.JPEG
303,n02168699,ILSVRC2012_val_00044361.JPEG
350,n02417914,ILSVRC2012_val_00047806.JPEG
985,n11939491,ILSVRC2012_val_00043696.JPEG
920,n06874185,ILSVRC2012_val_00004646.JPEG
36,n01667778,ILSVRC2012_val_00040314.JPEG
917,n06596364,ILSVRC2012_val_00001561.JPEG
795,n04228054,ILSVRC2012_val_00023770.JPEG
738,n03991062,ILSVRC2012_val_00040601.JPEG
625,n03662601,ILSVRC2012_val_00035440.JPEG
685,n03841143,ILSVRC2012_val_00034030.JPEG
493,n03016953,ILSVRC2012_val_00008455.JPEG
753,n04040759,ILSVRC2012_val_00012378.JPEG
672,n03792972,ILSVRC2012_val_00028817.JPEG
979,n09468604,ILSVRC2012_val_00018683.JPEG
448,n02843684,ILSVRC2012_val_00032543.JPEG
668,n03788195,ILSVRC2012_val_00038331.JPEG
421,n02788148,ILSVRC2012_val_00012264.JPEG
355,n02437616,ILSVRC2012_val_00039936.JPEG
943,n07718472,ILSVRC2012_val_00029220.JPEG
548,n03290653,ILSVRC2012_val_00001694.JPEG
161,n02088238,ILSVRC2012_val_00039556.JPEG
195,n02096585,ILSVRC2012_val_00017052.JPEG
360,n02444819,ILSVRC2012_val_00025626.JPEG
603,n03538406,ILSVRC2012_val_00013067.JPEG
283,n02123394,ILSVRC2012_val_00000283.JPEG
8,n01514859,ILSVRC2012_val_00011171.JPEG
128,n02002724,ILSVRC2012_val_00001230.JPEG
137,n02018207,ILSVRC2012_val_00046599.JPEG
261,n02112350,ILSVRC2012_val_00000658.JPEG
321,n02276258,ILSVRC2012_val_00049499.JPEG
325,n02281406,ILSVRC2012_val_00000618.JPEG
847,n04389033,ILSVRC2012_val_00003212.JPEG
351,n02422106,ILSVRC2012_val_00006385.JPEG
759,n04069434,ILSVRC2012_val_00038099.JPEG
88,n01818515,ILSVRC2012_val_00042071.JPEG
325,n02281406,ILSVRC2012_val_00034368.JPEG
831,n04344873,ILSVRC2012_val_00026810.JPEG
642,n03721384,ILSVRC2012_val_00046386.JPEG
29,n01632777,ILSVRC2012_val_00016514.JPEG
35,n01667114,ILSVRC2012_val_00027163.JPEG
259,n02112018,ILSVRC2012_val_00033626.JPEG
147,n02066245,ILSVRC2012_val_00028770.JPEG
136,n02017213,ILSVRC2012_val_00035139.JPEG
597,n03527444,ILSVRC2012_val_00029027.JPEG
280,n02120505,ILSVRC2012_val_00000323.JPEG
344,n02398521,ILSVRC2012_val_00027933.JPEG
377,n02490219,ILSVRC2012_val_00004788.JPEG
559,n03376595,ILSVRC2012_val_00042545.JPEG
119,n01978455,ILSVRC2012_val_00006100.JPEG
284,n02123597,ILSVRC2012_val_00045347.JPEG
